N,16,32,64,128,256,512,1024,2048,3001
1,0.375,0.375,0.5625,0.65625,0.6328125,0.84375,0.791015625,0.73828125,0.72975674775074972
2,0.75,0.75,0.9375,0.9375,1.125,1.11328125,1.16015625,1.1689453125,1.1856047984005331
3,1.125,0.9375,1.59375,1.453125,1.1953125,0.99609375,1.0078125,1.0693359375,1.0476507830723092
4,0.75,2.0625,1.03125,0.75,1.0078125,1.03125,0.814453125,0.826171875,0.833722092635788
5,2.625,1.5,1.21875,1.359375,1.453125,1.2890625,1.529296875,1.41796875,1.4235254915028324
6,0.375,0.375,0.65625,0.84375,0.5859375,0.7265625,0.697265625,0.779296875,0.77974008663778738
