side,p,ci_low,ci_high
1,0.16561,0.15462,0.17661
2,0.16228,0.15128,0.17396
3,0.16528,0.15393,0.17627
4,0.17061,0.15961,0.18161
5,0.16161,0.15062,0.17294
6,0.17461,0.16360,0.18562
