side,p,ci_low,ci_high
1,0.16633,0.15276,0.17889
2,0.16884,0.15477,0.18294
3,0.15477,0.14121,0.16884
4,0.17487,0.16181,0.18894
5,0.15879,0.14570,0.17236
6,0.17638,0.16131,0.18997
