side,p,ci_low,ci_high
1,0.07865,0.07116,0.08648
2,0.07423,0.06605,0.08206
3,0.11202,0.10283,0.12087
4,0.07457,0.06639,0.08308
5,0.07627,0.06810,0.08478
6,0.06980,0.06231,0.07763
7,0.10317,0.09396,0.11236
8,0.07967,0.07150,0.08853
9,0.10793,0.09874,0.11747
10,0.07865,0.07048,0.08682
11,0.09397,0.08512,0.10283
12,0.05107,0.04460,0.05822
