side,p,ci_low,ci_high
1,0.12500,0.11230,0.13672
2,0.12549,0.11377,0.13818
3,0.11035,0.09961,0.12256
4,0.14551,0.13281,0.15771
5,0.13330,0.12109,0.14553
6,0.10791,0.09763,0.11914
7,0.12988,0.11768,0.14260
8,0.12256,0.11035,0.13428
