side,p,ci_low,ci_high
1,0.15667,0.14067,0.17267
2,0.16533,0.14933,0.18133
3,0.16400,0.14800,0.18000
4,0.16267,0.14667,0.17800
5,0.15467,0.14067,0.16937
6,0.19667,0.18000,0.21333
