side,p,ci_low,ci_high
1,0.15884,0.14086,0.17682
2,0.16284,0.14286,0.18087
3,0.18182,0.16284,0.20080
4,0.15984,0.14181,0.17882
5,0.17083,0.15185,0.19081
6,0.16583,0.14780,0.18581
