side,p,ci_low,ci_high
1,0.13281,0.09766,0.16797
2,0.14062,0.10547,0.17578
3,0.11328,0.08203,0.14844
4,0.15234,0.11719,0.19141
5,0.13672,0.10527,0.17578
6,0.11719,0.08594,0.14863
7,0.10156,0.07422,0.13281
8,0.10547,0.07422,0.13672
