side,p,ci_low,ci_high
1,0.17782,0.15884,0.19780
2,0.14386,0.12587,0.16184
3,0.17582,0.15584,0.19486
4,0.14785,0.12887,0.16583
5,0.18981,0.16983,0.20979
6,0.16484,0.14685,0.18382
