side,p,ci_low,ci_high
1,0.13477,0.11812,0.15332
2,0.13281,0.11523,0.15039
3,0.11035,0.09473,0.12695
4,0.12891,0.11328,0.14648
5,0.14258,0.12500,0.16021
6,0.10840,0.09370,0.12500
7,0.13184,0.11328,0.14941
8,0.11035,0.09375,0.12695
