side,p,ci_low,ci_high
1,0.06025,0.05246,0.06762
2,0.06885,0.06107,0.07748
3,0.10984,0.09959,0.12008
4,0.07582,0.06680,0.08402
5,0.07172,0.06352,0.08033
6,0.08197,0.07293,0.09141
7,0.10246,0.09262,0.11189
8,0.09590,0.08648,0.10615
9,0.09631,0.08689,0.10656
10,0.09508,0.08566,0.10410
11,0.10000,0.09057,0.10984
12,0.04180,0.03484,0.04877
