side,p,ci_low,ci_high
1,0.12496,0.11529,0.13462
2,0.13229,0.12229,0.14229
3,0.10530,0.09597,0.11463
4,0.13729,0.12662,0.14897
5,0.14029,0.12996,0.14995
6,0.10963,0.10062,0.11929
7,0.12263,0.11296,0.13262
8,0.12762,0.11829,0.13697
