side,p,ci_low,ci_high
1,0.12891,0.10352,0.15234
2,0.15039,0.12305,0.17773
3,0.09570,0.07422,0.11914
4,0.14648,0.11914,0.17188
5,0.12891,0.10547,0.15244
6,0.10352,0.08008,0.12500
7,0.12305,0.09961,0.14844
8,0.12305,0.09961,0.14648
