side,p,ci_low,ci_high
1,0.13933,0.12467,0.15333
2,0.16667,0.15063,0.18333
3,0.17600,0.15800,0.19267
4,0.22400,0.20600,0.24267
5,0.17667,0.16000,0.19333
6,0.11733,0.10397,0.13200
