side,p,ci_low,ci_high
1,0.19081,0.17283,0.21179
2,0.15684,0.13786,0.17582
3,0.16084,0.14186,0.18082
4,0.14386,0.12488,0.16284
5,0.16184,0.14386,0.18082
6,0.18581,0.16484,0.20579
