N,16,32,64,128,256,512,1024,2048,3001
1,1.125,1.125,0.75,1.125,0.9140625,1.06640625,0.943359375,1.0078125,0.99366877707430856
2,1.125,0.9375,0.75,0.84375,1.2890625,0.85546875,0.984375,0.9697265625,0.97367544151949348
3,1.125,0.9375,1.5,0.890625,0.9375,0.94921875,1.025390625,0.99609375,0.99166944351882702
4,1.125,0.9375,1.03125,1.03125,1.1953125,0.984375,1.119140625,1.0576171875,1.0236587804065311
5,0.75,1.125,1.3125,1.40625,0.6796875,1.078125,0.908203125,0.9521484375,0.96967677440853051
6,0.75,0.9375,0.65625,0.703125,0.984375,1.06640625,1.01953125,1.0166015625,1.0476507830723092
